id,tiempo_key,ubicacion_key,especie_key,autoridad_key,situacion,cantidad
9823,5,448,10,1,INCAUTACIÓN,1
9824,5,123,112,1,INCAUTACIÓN,1
9825,5,123,11,1,INCAUTACIÓN,2
9826,5,379,48,1,INCAUTACIÓN,1
9827,5,379,12,1,INCAUTACIÓN,1
9828,5,38,12,1,INCAUTACIÓN,1
9829,5,77,11,1,INCAUTACIÓN,1
9830,5,77,4,1,INCAUTACIÓN,1
9831,5,449,12,1,INCAUTACIÓN,1
9832,5,42,382,1,INCAUTACIÓN,16
9833,5,42,383,1,INCAUTACIÓN,4
9834,5,42,384,1,INCAUTACIÓN,2
9835,5,42,385,1,INCAUTACIÓN,2
9836,5,42,386,1,INCAUTACIÓN,2
9837,5,450,319,1,INCAUTACIÓN,1
9838,5,48,6,1,INCAUTACIÓN,1
9839,5,48,6,1,INCAUTACIÓN,1
9840,5,57,29,1,INCAUTACIÓN,1
9841,5,57,11,1,INCAUTACIÓN,1
9842,5,30,8,1,INCAUTACIÓN,1
9843,5,30,11,1,INCAUTACIÓN,1
9844,5,57,11,1,INCAUTACIÓN,1
9845,5,57,4,1,INCAUTACIÓN,1
9846,5,5,110,1,INCAUTACIÓN,11
9847,5,5,387,1,INCAUTACIÓN,2
9848,5,48,181,1,INCAUTACIÓN,1
9849,5,30,18,1,INCAUTACIÓN,1
9850,5,69,11,1,INCAUTACIÓN,1
9851,5,313,11,1,INCAUTACIÓN,1
9852,5,73,56,1,INCAUTACIÓN,1
9853,5,19,12,1,INCAUTACIÓN,1
9854,5,42,51,1,INCAUTACIÓN,1
9855,5,42,12,1,INCAUTACIÓN,1
9856,5,58,34,1,INCAUTACIÓN,1
9857,5,58,48,1,INCAUTACIÓN,1
9858,5,58,5,1,INCAUTACIÓN,1
9859,5,429,11,1,INCAUTACIÓN,2
9860,5,57,11,1,INCAUTACIÓN,1
9861,5,39,11,1,INCAUTACIÓN,1
9862,5,39,11,1,INCAUTACIÓN,1
9863,5,30,11,1,INCAUTACIÓN,3
9864,5,39,11,1,INCAUTACIÓN,1
9865,5,57,35,1,INCAUTACIÓN,1
9866,5,57,11,1,INCAUTACIÓN,2
9867,5,17,12,1,INCAUTACIÓN,1
9868,5,17,11,1,INCAUTACIÓN,2
9869,5,123,11,1,INCAUTACIÓN,1
9870,5,123,388,1,INCAUTACIÓN,1
9871,5,57,25,1,INCAUTACIÓN,1
9872,5,57,4,1,INCAUTACIÓN,2
9873,5,39,11,1,INCAUTACIÓN,1
9874,5,39,11,1,INCAUTACIÓN,1
9875,5,200,11,1,INCAUTACIÓN,1
9876,5,30,12,1,INCAUTACIÓN,1
9877,5,230,11,1,INCAUTACIÓN,2
9878,5,30,12,1,INCAUTACIÓN,1
9879,5,442,88,1,INCAUTACIÓN,1
9880,5,442,24,1,INCAUTACIÓN,1
9881,5,442,48,1,INCAUTACIÓN,1
9882,5,442,4,1,INCAUTACIÓN,1
9883,5,442,149,1,INCAUTACIÓN,1
9884,5,442,11,1,INCAUTACIÓN,3
9885,5,57,12,1,INCAUTACIÓN,1
9886,5,57,4,1,INCAUTACIÓN,1
9887,5,123,111,1,INCAUTACIÓN,1
9888,5,258,111,1,INCAUTACIÓN,1
9889,5,258,9,1,INCAUTACIÓN,2
9890,5,258,11,1,INCAUTACIÓN,1
9891,5,258,224,1,INCAUTACIÓN,2
9892,5,60,5,1,INCAUTACIÓN,1
9893,5,42,17,1,INCAUTACIÓN,1
9894,5,57,11,2,INCAUTACIÓN,5
9895,5,123,389,2,INCAUTACIÓN,11
9896,5,57,224,1,INCAUTACIÓN,1
9897,5,57,53,1,HALLAZGO,1
9898,5,214,7,1,HALLAZGO,2
9899,5,57,5,1,HALLAZGO,1
9900,5,57,202,1,HALLAZGO,1
9901,5,57,274,1,HALLAZGO,1
9902,5,373,372,1,HALLAZGO,1
9903,5,57,372,1,HALLAZGO,1
9904,5,59,27,1,HALLAZGO,1
9905,5,139,8,1,HALLAZGO,1
9906,5,268,17,1,HALLAZGO,1
9907,5,214,4,1,HALLAZGO,1
9908,5,214,5,1,HALLAZGO,2
9909,5,357,372,1,HALLAZGO,1
9910,5,57,372,1,HALLAZGO,1
9911,5,77,217,1,HALLAZGO,1
9912,5,57,151,1,HALLAZGO,1
9913,5,134,6,3,HALLAZGO,1
9914,5,123,372,3,HALLAZGO,1
9915,5,58,194,3,HALLAZGO,1
9916,5,441,120,3,HALLAZGO,1
9917,5,57,390,1,HALLAZGO,1
9918,5,22,27,1,HALLAZGO,1
9919,5,230,320,3,HALLAZGO,1
9920,5,123,27,3,HALLAZGO,1
9921,5,21,217,3,HALLAZGO,1
9922,5,429,230,3,HALLAZGO,1
9923,5,228,99,1,HALLAZGO,1
9924,5,58,391,3,HALLAZGO,1
9925,5,206,126,1,HALLAZGO,1
9926,5,418,36,1,HALLAZGO,1
9927,5,230,15,1,HALLAZGO,1
9928,5,38,83,1,HALLAZGO,1
9929,5,451,217,1,HALLAZGO,1
9930,5,43,217,1,HALLAZGO,1
9931,5,30,202,1,HALLAZGO,1
9932,5,19,5,1,HALLAZGO,1
9933,5,57,1,1,HALLAZGO,1
9934,5,168,9,1,HALLAZGO,2
9935,5,191,32,1,HALLAZGO,1
9936,5,19,64,5,HALLAZGO,1
9937,5,22,6,1,HALLAZGO,1
9938,5,57,64,1,HALLAZGO,1
9939,5,42,5,1,HALLAZGO,1
9940,5,19,5,5,HALLAZGO,1
9941,5,19,217,5,HALLAZGO,1
9942,5,57,392,5,HALLAZGO,1
9943,5,57,224,1,HALLAZGO,1
9944,5,19,393,5,HALLAZGO,1
9945,5,226,5,1,HALLAZGO,1
9946,5,19,372,1,HALLAZGO,1
9947,5,57,5,1,HALLAZGO,1
9948,5,288,54,1,HALLAZGO,1
9949,5,424,5,1,HALLAZGO,1
9950,5,57,224,1,HALLAZGO,1
9951,5,22,372,1,HALLAZGO,1
9952,5,57,134,5,HALLAZGO,1
9953,5,441,198,5,HALLAZGO,1
9954,5,441,372,5,HALLAZGO,1
9955,5,441,51,5,HALLAZGO,1
9956,5,441,224,5,HALLAZGO,1
9957,5,441,224,5,HALLAZGO,1
9958,5,441,394,5,HALLAZGO,1
9959,5,441,81,5,HALLAZGO,1
9960,5,441,395,5,HALLAZGO,1
9961,5,73,202,1,HALLAZGO,1
9962,5,346,5,1,HALLAZGO,1
9963,5,42,45,1,HALLAZGO,1
9964,5,50,217,1,HALLAZGO,1
9965,5,452,195,1,HALLAZGO,1
9966,5,191,217,1,HALLAZGO,1
9967,5,447,269,1,HALLAZGO,1
9968,5,57,15,1,HALLAZGO,1
9969,5,255,54,1,HALLAZGO,1
9970,5,57,60,1,HALLAZGO,1
9971,5,288,266,1,HALLAZGO,1
9972,5,373,372,1,HALLAZGO,1
9973,5,57,69,1,HALLAZGO,1
9974,5,57,183,1,HALLAZGO,1
9975,5,35,224,1,HALLAZGO,1
9976,5,226,5,1,HALLAZGO,1
9977,5,248,15,1,HALLAZGO,1
9978,5,57,274,1,HALLAZGO,2
9979,5,57,5,1,HALLAZGO,1
9980,5,38,269,1,HALLAZGO,1
9981,5,373,58,1,HALLAZGO,1
9982,5,226,83,1,HALLAZGO,1
9983,5,57,5,1,HALLAZGO,1
9984,5,453,288,1,HALLAZGO,1
9985,5,219,217,1,HALLAZGO,1
9986,5,297,396,1,HALLAZGO,1
9987,5,24,378,1,HALLAZGO,1
9988,5,124,11,1,HALLAZGO,1
9989,5,59,120,1,HALLAZGO,1
9990,5,123,12,1,HALLAZGO,2
9991,5,454,238,1,HALLAZGO,1
9992,5,455,47,2,HALLAZGO,1
9993,5,61,79,1,HALLAZGO,1
9994,5,214,81,1,HALLAZGO,1
9995,5,373,194,1,HALLAZGO,1
9996,5,57,194,1,HALLAZGO,1
9997,5,456,120,5,HALLAZGO,1
9998,5,190,5,5,HALLAZGO,1
9999,5,42,153,1,HALLAZGO,1
10000,5,57,194,5,HALLAZGO,1
10001,5,19,202,5,HALLAZGO,1
10002,5,19,202,5,HALLAZGO,1
10003,5,62,372,1,HALLAZGO,1
10004,5,6,120,1,HALLAZGO,1
10005,5,39,376,1,HALLAZGO,1
10006,5,173,202,1,HALLAZGO,1
10007,5,30,126,1,HALLAZGO,1
10008,5,57,69,1,HALLAZGO,1
10009,5,57,194,1,HALLAZGO,2
10010,5,57,120,1,HALLAZGO,1
10011,5,57,5,1,HALLAZGO,1
10012,5,57,377,1,HALLAZGO,1
10013,5,255,21,1,HALLAZGO,1
10014,5,123,120,1,HALLAZGO,1
10015,5,57,202,1,HALLAZGO,1
10016,5,57,32,1,HALLAZGO,1
10017,5,201,217,1,HALLAZGO,1
10018,5,57,372,1,HALLAZGO,1
10019,5,87,378,1,HALLAZGO,1
10020,5,57,64,1,HALLAZGO,1
10021,5,57,372,1,HALLAZGO,1
10022,5,18,372,1,HALLAZGO,1
10023,5,57,64,1,HALLAZGO,1
10024,5,245,5,1,HALLAZGO,1
10025,5,127,45,1,HALLAZGO,1
10026,5,457,372,1,HALLAZGO,1
10027,5,57,372,1,HALLAZGO,1
10028,5,258,5,1,HALLAZGO,1
10029,5,57,224,1,HALLAZGO,1
10030,5,14,5,1,HALLAZGO,1
10031,5,69,217,1,HALLAZGO,1
10032,5,57,126,1,HALLAZGO,1
10033,5,57,126,1,HALLAZGO,1
10034,5,57,53,1,HALLAZGO,1
10035,5,5,194,1,HALLAZGO,2
10036,5,42,18,1,HALLAZGO,1
10037,5,57,127,1,HALLAZGO,1
10038,5,57,88,1,HALLAZGO,1
10039,5,458,81,1,HALLAZGO,1
10040,5,85,137,1,HALLAZGO,1
10041,5,57,372,1,HALLAZGO,1
10042,5,57,194,1,HALLAZGO,1
10043,5,134,4,1,HALLAZGO,1
10044,5,57,195,1,HALLAZGO,1
10045,5,116,287,1,HALLAZGO,1
10046,5,321,127,1,HALLAZGO,1
10047,5,424,5,1,HALLAZGO,1
10048,5,57,120,1,HALLAZGO,1
10049,5,57,4,1,HALLAZGO,1
10050,5,379,5,1,HALLAZGO,1
10051,5,57,99,1,HALLAZGO,1
10052,5,214,333,1,HALLAZGO,1
10053,11,48,5,1,HALLAZGO,1
10054,12,48,5,1,HALLAZGO,1
10055,5,48,224,1,HALLAZGO,1
10056,5,61,91,1,HALLAZGO,1
10057,5,57,204,1,HALLAZGO,1
10058,5,38,34,1,HALLAZGO,1
10059,5,18,194,1,HALLAZGO,1
10060,5,70,18,1,HALLAZGO,1
10061,5,24,288,1,HALLAZGO,1
10062,5,57,372,3,HALLAZGO,1
10063,5,38,4,1,HALLAZGO,2
10064,5,67,81,1,HALLAZGO,1
10065,5,57,36,1,HALLAZGO,1
10066,5,288,4,1,HALLAZGO,1
10067,5,53,266,1,HALLAZGO,1
10068,5,270,194,1,HALLAZGO,1
10069,5,14,372,1,HALLAZGO,1
10070,5,147,350,1,HALLAZGO,1
10071,5,214,309,1,HALLAZGO,1
10072,5,57,64,1,HALLAZGO,1
10073,7,214,217,1,HALLAZGO,1
10074,5,214,64,1,HALLAZGO,1
10075,5,80,217,1,HALLAZGO,1
10076,5,123,27,1,HALLAZGO,1
10077,5,180,397,2,HALLAZGO,1
10078,5,288,32,1,HALLAZGO,1
10079,5,30,372,1,HALLAZGO,1
10080,5,57,217,1,HALLAZGO,1
10081,5,79,266,1,HALLAZGO,1
10082,5,65,224,2,HALLAZGO,1
10083,5,57,255,2,HALLAZGO,1
10084,5,77,5,1,HALLAZGO,1
10085,5,57,157,1,HALLAZGO,1
10086,5,31,372,1,HALLAZGO,1
10087,5,57,45,1,HALLAZGO,1
10088,5,30,126,1,HALLAZGO,1
10089,5,57,194,1,HALLAZGO,1
10090,5,57,5,1,HALLAZGO,1
10091,5,123,120,1,HALLAZGO,1
10092,5,57,372,1,HALLAZGO,1
10093,5,38,5,1,HALLAZGO,1
10094,5,30,217,1,HALLAZGO,1
10095,5,214,372,1,HALLAZGO,1
10096,5,30,77,1,HALLAZGO,1
10097,5,22,4,1,HALLAZGO,1
10098,5,57,5,1,HALLAZGO,1
10099,5,156,56,1,HALLAZGO,1
10100,5,18,127,1,HALLAZGO,1
10101,5,459,12,1,HALLAZGO,1
10102,5,58,51,1,HALLAZGO,1
10103,5,77,398,1,HALLAZGO,1
10104,5,72,6,1,HALLAZGO,1
10105,5,38,6,1,HALLAZGO,1
10106,5,22,6,1,HALLAZGO,1
10107,5,460,6,1,HALLAZGO,1
10108,5,244,5,1,HALLAZGO,1
10109,5,18,5,1,HALLAZGO,1
10110,5,38,200,1,HALLAZGO,1
10111,5,57,224,1,HALLAZGO,1
10112,5,57,5,1,HALLAZGO,1
10113,5,124,202,1,HALLAZGO,1
10114,5,30,5,1,HALLAZGO,1
10115,5,226,372,1,HALLAZGO,1
10116,5,57,11,1,HALLAZGO,1
10117,2,30,65,1,HALLAZGO,1
10118,5,77,32,1,HALLAZGO,1
10119,5,39,19,1,HALLAZGO,2
10120,5,57,189,2,HALLAZGO,1
10121,5,245,27,2,HALLAZGO,1
10122,5,245,5,2,HALLAZGO,1
10123,5,431,217,1,HALLAZGO,1
10124,5,85,224,1,HALLAZGO,1
10125,7,461,6,1,ENTREGA VOLUNTARIA,1
10126,7,30,224,1,ENTREGA VOLUNTARIA,1
10127,7,57,5,1,ENTREGA VOLUNTARIA,1
10128,7,408,399,1,ENTREGA VOLUNTARIA,1
10129,7,61,58,1,ENTREGA VOLUNTARIA,1
10130,7,78,6,1,ENTREGA VOLUNTARIA,1
10131,7,127,373,1,ENTREGA VOLUNTARIA,1
10132,7,77,5,1,ENTREGA VOLUNTARIA,1
10133,7,214,18,1,ENTREGA VOLUNTARIA,1
10134,7,28,4,1,ENTREGA VOLUNTARIA,1
10135,7,28,6,1,ENTREGA VOLUNTARIA,1
10136,7,214,8,1,ENTREGA VOLUNTARIA,1
10137,7,147,224,1,ENTREGA VOLUNTARIA,1
10138,7,214,144,1,ENTREGA VOLUNTARIA,1
10139,7,5,18,3,ENTREGA VOLUNTARIA,2
10140,7,214,36,1,ENTREGA VOLUNTARIA,1
10141,7,57,126,1,ENTREGA VOLUNTARIA,1
10142,7,57,4,1,ENTREGA VOLUNTARIA,1
10143,7,57,274,1,ENTREGA VOLUNTARIA,1
10144,7,256,5,1,ENTREGA VOLUNTARIA,1
10145,7,300,36,1,ENTREGA VOLUNTARIA,1
10146,7,30,11,1,ENTREGA VOLUNTARIA,2
10147,7,57,194,1,ENTREGA VOLUNTARIA,1
10148,7,57,58,1,ENTREGA VOLUNTARIA,1
10149,7,85,224,1,ENTREGA VOLUNTARIA,3
10150,7,77,217,1,ENTREGA VOLUNTARIA,1
10151,7,57,400,1,ENTREGA VOLUNTARIA,21
10152,7,124,58,1,ENTREGA VOLUNTARIA,1
10153,7,57,94,1,ENTREGA VOLUNTARIA,1
10154,7,57,401,1,ENTREGA VOLUNTARIA,1
10155,7,462,266,1,ENTREGA VOLUNTARIA,1
10156,7,57,224,3,ENTREGA VOLUNTARIA,3
10157,7,5,48,3,ENTREGA VOLUNTARIA,1
10158,7,57,11,3,ENTREGA VOLUNTARIA,1
10159,7,463,8,1,ENTREGA VOLUNTARIA,1
10160,7,463,8,1,ENTREGA VOLUNTARIA,1
10161,7,463,106,1,ENTREGA VOLUNTARIA,1
10162,7,57,379,1,ENTREGA VOLUNTARIA,1
10163,7,57,88,1,ENTREGA VOLUNTARIA,3
10164,7,30,81,1,ENTREGA VOLUNTARIA,1
10165,7,123,4,1,ENTREGA VOLUNTARIA,4
10166,7,57,12,1,ENTREGA VOLUNTARIA,1
10167,7,57,11,1,ENTREGA VOLUNTARIA,2
10168,7,85,266,3,ENTREGA VOLUNTARIA,1
10169,7,65,373,1,ENTREGA VOLUNTARIA,1
10170,7,57,373,3,ENTREGA VOLUNTARIA,1
10171,7,57,81,3,ENTREGA VOLUNTARIA,1
10172,7,230,4,1,ENTREGA VOLUNTARIA,1
10173,7,31,9,3,ENTREGA VOLUNTARIA,1
10174,7,419,45,1,ENTREGA VOLUNTARIA,1
10175,7,31,11,3,ENTREGA VOLUNTARIA,1
10176,7,31,4,3,ENTREGA VOLUNTARIA,1
10177,7,123,202,3,ENTREGA VOLUNTARIA,2
10178,7,123,372,1,ENTREGA VOLUNTARIA,1
10179,7,123,266,3,ENTREGA VOLUNTARIA,1
10180,7,57,5,3,ENTREGA VOLUNTARIA,1
10181,7,123,373,3,ENTREGA VOLUNTARIA,1
10182,7,57,402,3,ENTREGA VOLUNTARIA,1
10183,7,464,27,1,ENTREGA VOLUNTARIA,1
10184,7,30,5,2,ENTREGA VOLUNTARIA,1
10185,7,465,1,1,ENTREGA VOLUNTARIA,1
10186,7,429,126,3,ENTREGA VOLUNTARIA,1
10187,7,139,5,1,ENTREGA VOLUNTARIA,1
10188,7,57,403,3,ENTREGA VOLUNTARIA,1
10189,7,156,47,6,ENTREGA VOLUNTARIA,1
10190,7,57,36,3,ENTREGA VOLUNTARIA,1
10191,7,123,4,2,ENTREGA VOLUNTARIA,2
10192,7,57,24,1,ENTREGA VOLUNTARIA,1
10193,7,230,6,1,ENTREGA VOLUNTARIA,1
10194,7,123,15,1,ENTREGA VOLUNTARIA,1
10195,7,30,91,3,ENTREGA VOLUNTARIA,1
10196,7,359,378,1,ENTREGA VOLUNTARIA,1
10197,7,57,27,1,ENTREGA VOLUNTARIA,1
10198,7,30,5,1,ENTREGA VOLUNTARIA,1
10199,7,75,81,1,ENTREGA VOLUNTARIA,3
10200,7,30,5,1,ENTREGA VOLUNTARIA,1
10201,7,35,11,1,ENTREGA VOLUNTARIA,1
10202,7,57,15,1,ENTREGA VOLUNTARIA,2
10203,7,43,224,1,ENTREGA VOLUNTARIA,1
10204,7,123,18,1,ENTREGA VOLUNTARIA,1
10205,7,288,4,1,ENTREGA VOLUNTARIA,1
10206,7,30,126,1,ENTREGA VOLUNTARIA,1
10207,7,45,5,1,ENTREGA VOLUNTARIA,1
10208,7,30,5,1,ENTREGA VOLUNTARIA,1
10209,7,30,126,1,ENTREGA VOLUNTARIA,1
10210,7,65,5,1,ENTREGA VOLUNTARIA,1
10211,7,57,5,1,ENTREGA VOLUNTARIA,1
10212,7,77,224,1,ENTREGA VOLUNTARIA,1
10213,7,449,11,1,ENTREGA VOLUNTARIA,1
10214,7,30,404,1,ENTREGA VOLUNTARIA,1
10215,7,230,6,1,ENTREGA VOLUNTARIA,1
10216,7,57,224,1,ENTREGA VOLUNTARIA,1
10217,7,57,405,1,ENTREGA VOLUNTARIA,1
10218,7,57,202,1,ENTREGA VOLUNTARIA,1
10219,7,57,202,1,ENTREGA VOLUNTARIA,1
10220,7,57,406,2,ENTREGA VOLUNTARIA,1
10221,7,43,224,3,ENTREGA VOLUNTARIA,1
10222,7,466,15,1,ENTREGA VOLUNTARIA,1
10223,7,57,45,1,ENTREGA VOLUNTARIA,1
10224,7,230,4,1,ENTREGA VOLUNTARIA,1
10225,7,57,263,3,ENTREGA VOLUNTARIA,1
10226,7,161,93,3,ENTREGA VOLUNTARIA,1
10227,7,467,73,2,ENTREGA VOLUNTARIA,1
10228,7,123,4,3,ENTREGA VOLUNTARIA,1
10229,7,57,407,2,ENTREGA VOLUNTARIA,1
10230,7,61,27,1,ENTREGA VOLUNTARIA,1
10231,7,30,29,3,ENTREGA VOLUNTARIA,1
10232,7,57,379,3,ENTREGA VOLUNTARIA,1
10233,7,46,11,2,ENTREGA VOLUNTARIA,1
10234,7,57,329,2,ENTREGA VOLUNTARIA,1
10235,7,2,149,2,ENTREGA VOLUNTARIA,1
10236,7,57,224,2,ENTREGA VOLUNTARIA,2
10237,7,57,40,2,ENTREGA VOLUNTARIA,1
10238,7,57,373,3,ENTREGA VOLUNTARIA,1
10239,7,87,373,1,ENTREGA VOLUNTARIA,1
10240,7,42,4,1,ENTREGA VOLUNTARIA,1
10241,7,123,5,1,ENTREGA VOLUNTARIA,1
10242,7,30,373,1,ENTREGA VOLUNTARIA,1
10243,7,257,5,1,ENTREGA VOLUNTARIA,3
10244,7,123,1,1,ENTREGA VOLUNTARIA,1
10245,7,57,5,1,ENTREGA VOLUNTARIA,2
10246,7,41,19,1,ENTREGA VOLUNTARIA,1
10247,7,378,27,1,ENTREGA VOLUNTARIA,1
10248,7,214,202,1,ENTREGA VOLUNTARIA,2
10249,7,30,59,1,ENTREGA VOLUNTARIA,1
10250,7,468,4,1,ENTREGA VOLUNTARIA,1
10251,7,30,4,1,ENTREGA VOLUNTARIA,2
10252,7,156,12,1,ENTREGA VOLUNTARIA,1
10253,7,214,373,1,ENTREGA VOLUNTARIA,1
10254,7,57,18,3,ENTREGA VOLUNTARIA,1
10255,7,31,373,3,ENTREGA VOLUNTARIA,1
10256,7,57,126,3,ENTREGA VOLUNTARIA,1
10257,7,469,6,1,ENTREGA VOLUNTARIA,1
10258,7,57,4,6,ENTREGA VOLUNTARIA,1
10259,7,123,202,3,ENTREGA VOLUNTARIA,3
10260,7,31,113,3,ENTREGA VOLUNTARIA,1
10261,7,90,224,3,ENTREGA VOLUNTARIA,1
10262,7,2,231,1,ENTREGA VOLUNTARIA,1
10263,7,2,202,2,ENTREGA VOLUNTARIA,1
10264,7,470,120,1,ENTREGA VOLUNTARIA,1
10265,7,388,269,1,ENTREGA VOLUNTARIA,1
10266,7,57,81,1,ENTREGA VOLUNTARIA,1
10267,7,57,4,1,ENTREGA VOLUNTARIA,1
10268,7,91,266,1,ENTREGA VOLUNTARIA,1
10269,7,81,35,1,ENTREGA VOLUNTARIA,1
10270,7,65,217,1,ENTREGA VOLUNTARIA,1
10271,7,57,4,1,ENTREGA VOLUNTARIA,1
10272,7,48,5,1,ENTREGA VOLUNTARIA,1
10273,7,57,11,1,ENTREGA VOLUNTARIA,1
10274,7,46,45,3,ENTREGA VOLUNTARIA,1
10275,7,31,202,3,ENTREGA VOLUNTARIA,9
10276,7,57,224,3,ENTREGA VOLUNTARIA,3
10277,7,57,202,3,ENTREGA VOLUNTARIA,1
10278,7,57,4,3,ENTREGA VOLUNTARIA,1
10279,7,446,5,2,ENTREGA VOLUNTARIA,2
10280,7,31,126,3,ENTREGA VOLUNTARIA,1
10281,7,381,11,3,ENTREGA VOLUNTARIA,1
10282,7,57,224,3,ENTREGA VOLUNTARIA,1
10283,7,396,12,3,ENTREGA VOLUNTARIA,2
10284,7,471,12,3,ENTREGA VOLUNTARIA,1
10285,7,57,202,2,ENTREGA VOLUNTARIA,1
10286,7,57,373,3,ENTREGA VOLUNTARIA,1
10287,7,30,202,3,ENTREGA VOLUNTARIA,1
10288,7,182,11,3,ENTREGA VOLUNTARIA,1
10289,7,472,373,3,ENTREGA VOLUNTARIA,1
10290,7,30,11,1,INCAUTACIÓN,1
10291,7,57,27,1,INCAUTACIÓN,1
10292,7,215,5,1,INCAUTACIÓN,1
10293,7,146,6,1,INCAUTACIÓN,1
10294,7,58,12,1,INCAUTACIÓN,3
10295,7,58,116,1,INCAUTACIÓN,1
10296,7,58,11,1,INCAUTACIÓN,4
10297,7,58,9,1,INCAUTACIÓN,2
10298,7,473,9,1,INCAUTACIÓN,4
10299,7,336,224,1,INCAUTACIÓN,3
10300,7,58,9,1,INCAUTACIÓN,1
10301,7,62,224,1,INCAUTACIÓN,1
10302,7,38,11,1,INCAUTACIÓN,3
10303,7,38,10,1,INCAUTACIÓN,1
10304,7,455,51,1,INCAUTACIÓN,1
10305,7,21,85,1,INCAUTACIÓN,2
10306,7,57,408,2,INCAUTACIÓN,14
10307,7,57,100,1,INCAUTACIÓN,1
10308,7,311,11,1,INCAUTACIÓN,2
10309,7,57,11,1,INCAUTACIÓN,1
10310,7,57,4,1,INCAUTACIÓN,1
10311,7,14,12,2,INCAUTACIÓN,1
10312,7,14,48,2,INCAUTACIÓN,1
10313,7,14,4,2,INCAUTACIÓN,1
10314,7,288,11,1,INCAUTACIÓN,1
10315,7,288,11,1,INCAUTACIÓN,1
10316,7,57,11,1,INCAUTACIÓN,1
10317,7,57,12,1,INCAUTACIÓN,1
10318,7,57,48,1,INCAUTACIÓN,1
10319,7,57,12,1,INCAUTACIÓN,2
10320,7,77,11,1,INCAUTACIÓN,1
10321,7,57,11,1,INCAUTACIÓN,1
10322,7,30,18,1,INCAUTACIÓN,1
10323,7,60,12,1,INCAUTACIÓN,1
10324,7,123,81,1,INCAUTACIÓN,1
10325,7,288,4,1,INCAUTACIÓN,1
10326,7,214,224,1,INCAUTACIÓN,1
10327,7,214,12,1,INCAUTACIÓN,1
10328,7,272,11,1,INCAUTACIÓN,2
10329,7,58,12,1,INCAUTACIÓN,1
10330,7,208,88,1,INCAUTACIÓN,2
10331,7,469,11,2,INCAUTACIÓN,1
10332,7,25,373,1,INCAUTACIÓN,1
10333,7,474,373,1,INCAUTACIÓN,1
10334,7,123,11,1,INCAUTACIÓN,1
10335,7,123,12,1,INCAUTACIÓN,1
10336,7,57,11,1,INCAUTACIÓN,1
10337,7,57,409,1,INCAUTACIÓN,1
10338,7,123,10,1,INCAUTACIÓN,1
10339,7,123,12,1,INCAUTACIÓN,1
10340,7,123,9,1,INCAUTACIÓN,3
10341,7,127,12,1,INCAUTACIÓN,1
10342,7,30,11,1,INCAUTACIÓN,1
10343,7,57,12,1,INCAUTACIÓN,1
10344,7,123,4,1,INCAUTACIÓN,1
10345,7,123,149,1,INCAUTACIÓN,1
10346,7,123,4,1,INCAUTACIÓN,1
10347,7,123,48,1,INCAUTACIÓN,1
10348,7,123,12,1,INCAUTACIÓN,1
10349,7,189,12,1,INCAUTACIÓN,1
10350,7,123,9,1,INCAUTACIÓN,2
10351,7,123,11,1,INCAUTACIÓN,2
10352,7,123,10,1,INCAUTACIÓN,2
10353,7,123,8,1,INCAUTACIÓN,1
10354,7,38,45,1,INCAUTACIÓN,1
10355,7,133,36,1,INCAUTACIÓN,3
10356,7,57,11,1,INCAUTACIÓN,2
10357,7,57,11,1,INCAUTACIÓN,2
10358,7,123,35,1,INCAUTACIÓN,1
10359,7,57,11,1,INCAUTACIÓN,1
10360,7,116,12,1,INCAUTACIÓN,1
10361,7,57,12,1,INCAUTACIÓN,4
10362,7,123,45,1,INCAUTACIÓN,1
10363,7,474,9,1,INCAUTACIÓN,2
10364,7,474,10,1,INCAUTACIÓN,1
10365,7,474,45,1,INCAUTACIÓN,1
10366,7,474,81,1,INCAUTACIÓN,2
10367,7,474,27,1,INCAUTACIÓN,1
10368,7,57,100,1,INCAUTACIÓN,1
10369,7,49,379,1,INCAUTACIÓN,2
10370,7,30,12,1,INCAUTACIÓN,1
10371,7,39,4,1,INCAUTACIÓN,5
10372,7,39,4,1,INCAUTACIÓN,1
10373,7,5,11,1,INCAUTACIÓN,1
10374,7,5,12,1,INCAUTACIÓN,1
10375,7,39,4,1,INCAUTACIÓN,1
10376,7,57,11,1,INCAUTACIÓN,1
10377,7,57,12,1,INCAUTACIÓN,1
10378,7,156,202,1,INCAUTACIÓN,2
10379,7,30,224,1,INCAUTACIÓN,1
10380,7,30,202,1,INCAUTACIÓN,1
10381,7,57,4,1,INCAUTACIÓN,1
10382,7,30,11,1,INCAUTACIÓN,1
10383,7,42,405,1,INCAUTACIÓN,1
10384,7,35,5,2,HALLAZGO,1
10385,7,57,373,1,HALLAZGO,1
10386,7,229,373,1,HALLAZGO,1
10387,7,139,5,1,HALLAZGO,1
10388,7,272,288,1,HALLAZGO,1
10389,7,475,217,1,HALLAZGO,1
10390,7,57,202,2,HALLAZGO,1
10391,7,214,217,1,HALLAZGO,1
10392,7,95,6,1,HALLAZGO,1
10393,7,476,6,1,HALLAZGO,1
10394,7,147,266,1,HALLAZGO,1
10395,7,74,5,1,HALLAZGO,1
10396,7,214,64,1,HALLAZGO,2
10397,7,62,64,1,HALLAZGO,1
10398,7,214,120,1,HALLAZGO,1
10399,7,214,58,1,HALLAZGO,1
10400,7,214,58,1,HALLAZGO,1
